MatchName,StrikerName,BatClubName,Inns,overs,x,y,X,Y,BatRuns,batwkts,BattingType,PaceOrSpin,1s,2s,3s,4s,6s,BowlerType,WagonWheel,0s
AusvsNZ,Aaron Finch,Australia,2,1.6,276,316,135,745,1,0,RHB,1,1,0,0,0,0,1,15,
AusvsNZ,Aaron Finch,Australia,2,2.1,224,311,106,773,0,0,RHB,1,0,0,0,0,0,2,8,1
AusvsNZ,Aaron Finch,Australia,2,2.2,269,375,152,589,4,0,RHB,1,0,0,0,1,0,2,21,
AusvsNZ,Aaron Finch,Australia,2,2.3,278,261,212,1114,0,1,RHB,1,0,0,0,0,0,2,19,1
AusvsNZ,David Warner,Australia,2,2.4,297,329,244,787,0,0,LHB,1,0,0,0,0,0,2,17,1
AusvsNZ,David Warner,Australia,2,2.5,360,306,247,828,0,0,LHB,1,0,0,0,0,0,2,8,1
AusvsNZ,David Warner,Australia,2,2.6,317,317,247,773,0,0,LHB,1,0,0,0,0,0,2,20,1
AusvsNZ,Mitchell Marsh,Australia,2,3.1,323,298,161,867,6,0,RHB,1,0,0,0,0,1,1,7,
AusvsNZ,Mitchell Marsh,Australia,2,3.2,267,292,112,909,4,0,RHB,1,0,0,0,1,0,1,16,
AusvsNZ,Mitchell Marsh,Australia,2,3.3,275,282,107,867,4,0,RHB,1,0,0,0,1,0,1,21,
AusvsNZ,Mitchell Marsh,Australia,2,3.4,267,377,118,562,1,0,RHB,1,1,0,0,0,0,1,20,
AusvsNZ,David Warner,Australia,2,3.5,343,302,187,875,0,0,LHB,1,0,0,0,0,0,1,19,1
AusvsNZ,David Warner,Australia,2,3.6,309,298,150,807,0,0,LHB,1,0,0,0,0,0,1,8,1
AusvsNZ,Mitchell Marsh,Australia,2,4.1,328,310,147,869,1,0,RHB,1,1,0,0,0,0,1,20,
AusvsNZ,David Warner,Australia,2,4.2,286,338,160,882,1,0,LHB,1,1,0,0,0,0,1,6,
AusvsNZ,Mitchell Marsh,Australia,2,4.3,272,316,133,834,0,0,RHB,1,0,0,0,0,0,1,19,1
AusvsNZ,Mitchell Marsh,Australia,2,4.4,305,320,134,807,1,0,RHB,1,1,0,0,0,0,1,21,
AusvsNZ,David Warner,Australia,2,4.5,309,321,150,889,6,0,LHB,1,0,0,0,0,1,1,19,
AusvsNZ,David Warner,Australia,2,4.6,340,315,185,828,1,0,LHB,1,1,0,0,0,0,1,19,
AusvsNZ,David Warner,Australia,2,5.1,282,353,147,732,0,0,LHB,1,0,0,0,0,0,1,19,1
AusvsNZ,Mitchell Marsh,Australia,2,5.2,306,291,131,931,0,0,RHB,1,0,0,0,0,0,1,24,1
AusvsNZ,David Warner,Australia,2,5.3,305,323,152,855,0,0,LHB,1,0,0,0,0,0,1,18,1
AusvsNZ,David Warner,Australia,2,5.4,309,245,145,1092,0,0,LHB,1,0,0,0,0,0,1,1,1
AusvsNZ,David Warner,Australia,2,5.5,301,327,162,769,1,0,LHB,1,1,0,0,0,0,1,19,
AusvsNZ,Mitchell Marsh,Australia,2,5.6,274,319,121,814,0,0,RHB,1,0,0,0,0,0,1,24,1
AusvsNZ,David Warner,Australia,2,6.1,296,347,195,562,1,0,LHB,2,1,0,0,0,0,5,20,
AusvsNZ,Mitchell Marsh,Australia,2,6.2,299,338,153,574,1,0,RHB,2,1,0,0,0,0,5,8,
AusvsNZ,David Warner,Australia,2,6.3,332,325,195,664,2,0,LHB,2,0,1,0,0,0,5,22,
AusvsNZ,David Warner,Australia,2,6.4,333,327,191,650,1,0,LHB,2,1,0,0,0,0,5,23,
AusvsNZ,Mitchell Marsh,Australia,2,6.5,252,364,101,541,1,0,RHB,2,1,0,0,0,0,5,20,
AusvsNZ,David Warner,Australia,2,6.6,304,336,188,582,1,0,LHB,2,1,0,0,0,0,5,1,
AusvsNZ,David Warner,Australia,2,7.1,389,344,298,705,1,0,LHB,2,1,0,0,0,0,4,19,
AusvsNZ,Mitchell Marsh,Australia,2,7.2,327,355,185,520,6,0,RHB,2,0,0,0,0,1,4,21,
AusvsNZ,Mitchell Marsh,Australia,2,7.3,331,338,172,603,1,0,RHB,2,1,0,0,0,0,4,19,
AusvsNZ,David Warner,Australia,2,7.4,314,353,221,579,1,0,LHB,2,1,0,0,0,0,4,19,
AusvsNZ,Mitchell Marsh,Australia,2,7.5,228,365,88,528,0,0,RHB,2,0,0,0,0,0,4,7,1
AusvsNZ,Mitchell Marsh,Australia,2,7.6,294,371,171,534,1,0,RHB,2,1,0,0,0,0,4,21,
AusvsNZ,Mitchell Marsh,Australia,2,8.1,299,327,149,627,1,0,RHB,2,1,0,0,0,0,5,21,
AusvsNZ,David Warner,Australia,2,8.2,386,335,226,603,4,0,LHB,2,0,0,0,1,0,5,6,
AusvsNZ,David Warner,Australia,2,8.3,301,381,179,425,2,0,LHB,2,0,1,0,0,0,5,19,
AusvsNZ,David Warner,Australia,2,8.4,281,357,141,593,0,0,LHB,2,0,0,0,0,0,5,19,1
AusvsNZ,David Warner,Australia,2,8.5,280,337,156,671,4,0,LHB,2,0,0,0,1,0,5,1,
AusvsNZ,David Warner,Australia,2,8.6,379,384,282,364,6,0,LHB,2,0,0,0,0,1,5,23,
AusvsNZ,Mitchell Marsh,Australia,2,9.1,248,337,107,616,1,0,RHB,2,1,0,0,0,0,4,15,
AusvsNZ,David Warner,Australia,2,9.2,372,364,303,487,2,0,LHB,2,0,1,0,0,0,4,19,
AusvsNZ,David Warner,Australia,2,9.3,327,324,225,582,1,0,LHB,2,1,0,0,0,0,4,8,
AusvsNZ,Mitchell Marsh,Australia,2,9.4,250,371,104,453,0,0,RHB,2,0,0,0,0,0,4,22,1
AusvsNZ,Mitchell Marsh,Australia,2,9.5,272,362,115,548,0,0,RHB,2,0,0,0,0,0,4,9,1
AusvsNZ,Mitchell Marsh,Australia,2,9.6,251,329,91,603,1,0,RHB,2,1,0,0,0,0,4,19,
AusvsNZ,Mitchell Marsh,Australia,2,10.1,327,283,123,909,6,0,RHB,1,0,0,0,0,1,1,20,
AusvsNZ,Mitchell Marsh,Australia,2,10.2,268,328,115,739,0,0,RHB,1,0,0,0,0,0,1,22,1
AusvsNZ,Mitchell Marsh,Australia,2,10.3,268,310,131,889,1,0,RHB,1,1,0,0,0,0,1,20,
AusvsNZ,David Warner,Australia,2,10.4,310,335,145,773,6,0,LHB,1,0,0,0,0,1,1,8,
AusvsNZ,David Warner,Australia,2,10.5,296,334,175,794,1,0,LHB,1,1,0,0,0,0,1,22,
AusvsNZ,Mitchell Marsh,Australia,2,10.6,270,314,123,834,1,0,RHB,1,1,0,0,0,0,1,22,
AusvsNZ,Mitchell Marsh,Australia,2,11.1,253,331,108,618,1,0,RHB,2,1,0,0,0,0,4,18,
AusvsNZ,David Warner,Australia,2,11.2,332,325,260,609,1,0,LHB,2,1,0,0,0,0,4,19,
AusvsNZ,Mitchell Marsh,Australia,2,11.3,307,335,178,715,1,0,RHB,2,1,0,0,0,0,4,21,
AusvsNZ,David Warner,Australia,2,11.4,283,381,193,541,0,0,LHB,2,0,0,0,0,0,4,22,1
AusvsNZ,Mitchell Marsh,Australia,2,11.5,277,317,172,684,4,0,RHB,2,0,0,0,1,0,4,19,
AusvsNZ,Mitchell Marsh,Australia,2,11.6,233,330,86,630,1,0,RHB,2,1,0,0,0,0,4,21,
AusvsNZ,Mitchell Marsh,Australia,2,12.1,292,334,201,725,1,0,RHB,1,1,0,0,0,0,2,19,
AusvsNZ,David Warner,Australia,2,12.2,312,326,220,725,0,1,LHB,1,0,0,0,0,0,2,19,1
AusvsNZ,Glenn Maxwell,Australia,2,12.3,275,282,187,857,0,0,RHB,1,0,0,0,0,0,2,14,1
AusvsNZ,Glenn Maxwell,Australia,2,12.4,287,251,207,1077,0,0,RHB,1,0,0,0,0,0,2,20,1
AusvsNZ,Glenn Maxwell,Australia,2,12.5,275,320,177,814,1,0,RHB,1,1,0,0,0,0,2,11,
AusvsNZ,Mitchell Marsh,Australia,2,12.6,298,363,171,596,1,0,RHB,1,1,0,0,0,0,2,20,
AusvsNZ,Mitchell Marsh,Australia,2,13.1,189,335,63,623,0,0,RHB,2,0,0,0,0,0,5,1,1
AusvsNZ,Mitchell Marsh,Australia,2,13.1,215,375,77,459,6,0,RHB,2,0,0,0,0,1,5,19,
AusvsNZ,Mitchell Marsh,Australia,2,13.2,310,328,186,652,2,0,RHB,2,0,1,0,0,0,5,23,
AusvsNZ,Mitchell Marsh,Australia,2,13.3,250,317,123,807,4,0,RHB,2,0,0,0,1,0,5,20,
AusvsNZ,Mitchell Marsh,Australia,2,13.4,184,361,48,405,0,0,RHB,2,0,0,0,0,0,5,22,1
AusvsNZ,Mitchell Marsh,Australia,2,13.4,254,338,101,630,0,0,RHB,2,0,0,0,0,0,5,22,1
AusvsNZ,Mitchell Marsh,Australia,2,13.5,187,342,59,548,0,0,RHB,2,0,0,0,0,0,5,1,1
AusvsNZ,Mitchell Marsh,Australia,2,13.5,192,377,72,329,0,0,RHB,2,0,0,0,0,0,5,22,1
AusvsNZ,Mitchell Marsh,Australia,2,13.6,214,333,97,618,1,0,RHB,2,1,0,0,0,0,5,11,
AusvsNZ,Mitchell Marsh,Australia,2,14.1,293,315,128,807,0,0,RHB,1,0,0,0,0,0,1,7,1
AusvsNZ,Mitchell Marsh,Australia,2,14.2,320,279,141,891,1,0,RHB,1,1,0,0,0,0,1,23,
AusvsNZ,Glenn Maxwell,Australia,2,14.3,321,269,145,1100,4,0,RHB,1,0,0,0,1,0,1,8,
AusvsNZ,Glenn Maxwell,Australia,2,14.4,301,267,118,909,4,0,RHB,1,0,0,0,1,0,1,19,
AusvsNZ,Glenn Maxwell,Australia,2,14.5,270,272,89,887,0,0,RHB,1,0,0,0,0,0,1,20,1
AusvsNZ,Glenn Maxwell,Australia,2,14.6,320,225,102,1126,0,0,RHB,1,0,0,0,0,0,1,22,1
AusvsNZ,Glenn Maxwell,Australia,2,14.6,262,286,105,882,1,0,RHB,1,1,0,0,0,0,1,8,
AusvsNZ,Glenn Maxwell,Australia,2,15.1,342,328,148,821,4,0,RHB,1,0,0,0,1,0,1,18,
AusvsNZ,Glenn Maxwell,Australia,2,15.2,347,331,169,862,0,0,RHB,1,0,0,0,0,0,1,9,1
AusvsNZ,Glenn Maxwell,Australia,2,15.2,318,254,123,971,6,0,RHB,1,0,0,0,0,1,1,22,
AusvsNZ,Glenn Maxwell,Australia,2,15.3,308,284,135,931,1,0,RHB,1,1,0,0,0,0,1,11,
AusvsNZ,Mitchell Marsh,Australia,2,15.4,334,330,180,740,0,0,RHB,1,0,0,0,0,0,1,8,1
AusvsNZ,Mitchell Marsh,Australia,2,15.5,308,323,171,807,0,0,RHB,1,0,0,0,0,0,1,15,1
AusvsNZ,Glenn Maxwell,Australia,2,15.6,220,325,82,740,0,0,RHB,1,0,0,0,0,0,1,8,1
AusvsNZ,Mitchell Marsh,Australia,2,16.1,300,381,177,405,2,0,RHB,1,0,1,0,0,0,2,20,
AusvsNZ,Mitchell Marsh,Australia,2,16.2,251,270,217,1059,4,0,RHB,1,0,0,0,1,0,2,20,
AusvsNZ,Mitchell Marsh,Australia,2,16.3,299,371,199,275,1,0,RHB,1,1,0,0,0,0,2,22,
AusvsNZ,Glenn Maxwell,Australia,2,16.4,294,240,237,1082,0,0,RHB,1,0,0,0,0,0,2,18,1
AusvsNZ,Glenn Maxwell,Australia,2,16.5,337,331,242,794,0,0,RHB,1,0,0,0,0,0,2,21,1
AusvsNZ,Glenn Maxwell,Australia,2,16.5,291,297,196,909,1,0,RHB,1,1,0,0,0,0,2,8,
AusvsNZ,Mitchell Marsh,Australia,2,16.6,300,362,201,616,1,0,RHB,1,1,0,0,0,0,2,1,
AusvsNZ,Mitchell Marsh,Australia,2,17.1,252,337,90,794,0,0,RHB,1,0,0,0,0,0,1,9,1
AusvsNZ,Mitchell Marsh,Australia,2,17.2,257,368,91,521,1,0,RHB,1,1,0,0,0,0,1,15,
AusvsNZ,Glenn Maxwell,Australia,2,17.3,253,280,121,945,0,0,RHB,1,0,0,0,0,0,1,20,1
AusvsNZ,Glenn Maxwell,Australia,2,17.4,263,290,91,787,0,0,RHB,1,0,0,0,0,0,1,11,1
AusvsNZ,Glenn Maxwell,Australia,2,17.5,309,361,174,31,1,0,RHB,1,1,0,0,0,0,1,8,
AusvsNZ,Mitchell Marsh,Australia,2,17.6,255,382,99,446,1,0,RHB,1,1,0,0,0,0,1,4,
AusvsNZ,Mitchell Marsh,Australia,2,18.1,250,301,98,841,4,0,RHB,1,0,0,0,1,0,1,19,
AusvsNZ,Mitchell Marsh,Australia,2,18.2,293,293,128,903,1,0,RHB,1,1,0,0,0,0,1,22,
AusvsNZ,Glenn Maxwell,Australia,2,18.3,269,325,127,735,1,0,RHB,1,1,0,0,0,0,1,18,
AusvsNZ,Mitchell Marsh,Australia,2,18.4,217,359,75,642,1,0,RHB,1,1,0,0,0,0,1,22,
AusvsNZ,Glenn Maxwell,Australia,2,18.5,171,343,66,732,4,0,RHB,1,0,0,0,1,0,1,21,
AusvsNZ,Devon Conway,New Zealand,1,0.1,214,360,74,528,0,0,LHB,1,0,0,0,0,0,2,23,1
AusvsNZ,Devon Conway,New Zealand,1,0.2,231,331,120,753,4,0,LHB,1,0,0,0,1,0,2,20,
AusvsNZ,Devon Conway,New Zealand,1,0.3,210,368,96,500,1,0,LHB,1,1,0,0,0,0,2,9,
AusvsNZ,Devon Conway,New Zealand,1,0.6,254,324,171,875,4,0,LHB,1,1,0,0,1,0,2,21,
AusvsNZ,Devon Conway,New Zealand,1,1.1,312,302,131,875,0,0,LHB,1,0,0,0,0,0,1,22,1
AusvsNZ,Devon Conway,New Zealand,1,1.2,284,307,120,841,0,0,LHB,1,0,0,0,0,0,1,1,1
AusvsNZ,Devon Conway,New Zealand,1,1.3,318,317,147,828,0,0,LHB,1,0,0,0,0,0,1,0,1
AusvsNZ,Devon Conway,New Zealand,1,1.4,259,309,113,800,0,0,LHB,1,0,0,0,0,0,1,0,1
AusvsNZ,Devon Conway,New Zealand,1,1.5,323,287,152,916,4,0,LHB,1,0,0,0,1,0,1,0,
AusvsNZ,Devon Conway,New Zealand,1,1.6,305,334,139,739,0,0,LHB,1,0,0,0,0,0,1,0,1
AusvsNZ,Devon Conway,New Zealand,1,2.3,265,341,109,603,0,0,LHB,2,0,0,0,0,0,3,0,1
AusvsNZ,Devon Conway,New Zealand,1,2.4,307,353,147,589,1,0,LHB,2,1,0,0,0,0,3,0,
AusvsNZ,Devon Conway,New Zealand,1,2.6,322,360,168,555,0,0,LHB,2,0,0,0,0,0,3,23,1
AusvsNZ,Devon Conway,New Zealand,1,3.1,265,309,104,821,4,0,LHB,1,0,0,0,1,0,1,21,
AusvsNZ,Devon Conway,New Zealand,1,3.2,304,381,169,589,1,0,LHB,1,1,0,0,0,0,1,5,
AusvsNZ,Devon Conway,New Zealand,1,4.1,272,308,112,882,0,0,LHB,1,0,0,0,0,0,1,7,1
AusvsNZ,Devon Conway,New Zealand,1,4.2,299,337,137,766,0,0,LHB,1,0,0,0,0,0,1,6,1
AusvsNZ,Devon Conway,New Zealand,1,4.3,309,331,149,774,0,0,LHB,1,0,0,0,0,0,1,14,1
AusvsNZ,Devon Conway,New Zealand,1,4.4,320,301,125,896,1,0,LHB,1,1,0,0,0,0,1,5,
AusvsNZ,Devon Conway,New Zealand,1,4.6,275,319,109,841,0,0,LHB,1,0,0,0,0,0,1,21,1
AusvsNZ,Devon Conway,New Zealand,1,6.1,294,388,172,405,1,0,LHB,2,1,0,0,0,0,3,7,
AusvsNZ,Devon Conway,New Zealand,1,6.3,304,362,193,554,0,0,LHB,2,0,0,0,0,0,3,15,1
AusvsNZ,Devon Conway,New Zealand,1,6.4,259,365,152,505,1,0,LHB,2,1,0,0,0,0,3,7,
AusvsNZ,Devon Conway,New Zealand,1,6.6,303,377,177,521,6,0,LHB,2,1,0,0,0,1,3,19,
AusvsNZ,Devon Conway,New Zealand,1,7.1,293,384,169,486,1,0,LHB,2,1,0,0,0,0,5,5,
AusvsNZ,Devon Conway,New Zealand,1,7.3,281,368,155,540,0,0,LHB,2,0,0,0,0,0,5,23,1
AusvsNZ,Devon Conway,New Zealand,1,7.4,261,343,115,616,0,0,LHB,2,0,0,0,0,0,5,13,1
AusvsNZ,Devon Conway,New Zealand,1,7.5,268,336,118,616,1,0,LHB,2,1,0,0,0,0,5,22,
AusvsNZ,Devon Conway,New Zealand,1,8.1,264,374,109,582,1,0,LHB,1,1,0,0,0,0,1,24,
AusvsNZ,Devon Conway,New Zealand,1,8.3,281,307,125,875,1,0,LHB,1,1,0,0,0,0,1,12,
AusvsNZ,Devon Conway,New Zealand,1,9.1,272,335,139,684,1,0,LHB,2,1,0,0,0,0,5,15,
AusvsNZ,Devon Conway,New Zealand,1,9.3,297,342,153,623,1,0,LHB,2,1,0,0,0,0,5,3,
AusvsNZ,Devon Conway,New Zealand,1,9.5,288,358,153,596,1,0,LHB,2,1,0,0,0,0,5,3,
AusvsNZ,Devon Conway,New Zealand,1,10.2,292,382,131,528,1,0,LHB,1,1,0,0,0,0,2,18,
AusvsNZ,Devon Conway,New Zealand,1,11.1,300,368,171,534,0,1,LHB,2,0,0,0,0,0,5,8,1
